source,type,number,desc
py,properties,1316,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1316,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1317,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1317,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1318,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1318,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""in_arrears"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1319,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""arrears_depth_over_90_days"": 150}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1319,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""arrears_depth_over_90_days"": 150, ""default"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1320,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""arrears_depth_over_90_days"": 150}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1320,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""arrears_depth_over_90_days"": 150, ""default"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1321,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""default"": 100, ""arrears_depth_over_90_days"": 150}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
snowflake,properties,1321,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""risk_factor"": {""arrears_depth_over_90_days"": 150, ""default"": 100}, ""section_in_balance_sheet"": ""CreditToThePublic""}"
py,properties,1339,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1339,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1340,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1340,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1341,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1341,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1342,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1342,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1343,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1343,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1344,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1344,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1345,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1345,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1346,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1346,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1347,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1347,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1348,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1348,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1349,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1349,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1350,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
snowflake,properties,1350,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""capital_tier_2"": {""default"": -100}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""AllowanceForLoanLosses""}"
py,properties,1600,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1600,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1601,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1601,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1602,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1602,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1603,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1603,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1604,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1604,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1605,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1605,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1606,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1606,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1607,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1607,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1608,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1608,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1609,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
snowflake,properties,1609,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""BuildingsAndEquipment""}"
py,properties,1900,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1900,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,1901,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1901,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,1902,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1902,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 100}, ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,1904,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 250}, ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1904,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""risk_factor"": {""default"": 250}, ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,1905,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1905,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,1907,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherAssets""}"
snowflake,properties,1907,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherAssets""}"
py,properties,2000,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2000,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2001,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2001,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2003,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2003,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2004,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2004,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2006,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2006,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2007,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2007,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2009,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2009,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2010,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2010,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
