source,type,number,desc
py,properties,2012,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2012,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2013,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2013,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2015,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2015,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""BearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2016,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2016,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2018,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2018,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2019,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2019,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2020,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2020,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2021,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2021,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2022,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2022,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2023,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2023,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2024,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2024,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2025,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_inflow_factor"": {""balance"": 100}, ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2025,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_inflow_factor"": {""balance"": 100}, ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2026,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2026,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2027,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2027,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""high_quality_liquid_assets_factor"": {""default"": 6}, ""linkage_basis"": ""NonIndexedNis"", ""liquidity"": true, ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2029,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2029,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2030,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2030,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2033,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2033,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_short_duration"": 100, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2034,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2034,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2036,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2036,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2037,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2037,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2039,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""slr_long_duration"": 10, ""lcr_short_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
snowflake,properties,2039,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""cash_outflow_factor"": {""lcr_long_duration"": 3, ""lcr_short_duration"": 10, ""slr_long_duration"": 10, ""slr_short_duration"": 20}, ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""DepositsOfThePublic""}"
py,properties,2500,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2500,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2501,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2501,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2502,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2502,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2503,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2503,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2504,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2504,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2505,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2505,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2506,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2506,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2507,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2507,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2508,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2508,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2509,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2509,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2510,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2510,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2511,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2511,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2512,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2512,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2513,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
snowflake,properties,2513,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Operational"", ""section_in_balance_sheet"": ""OtherLiabilities""}"
py,properties,2600,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""journal_entry_product_name"": ""equity"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
snowflake,properties,2600,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
py,properties,2601,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""journal_entry_product_name"": ""equity"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
snowflake,properties,2601,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonMonetary"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
py,properties,2602,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""journal_entry_product_name"": ""equity"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
snowflake,properties,2602,"{""bank_book_type"": ""Principal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""BalanceSheet"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""Equity""}"
py,properties,4100,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4100,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4101,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4101,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4102,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4102,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4103,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4103,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4200,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4200,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4201,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
snowflake,properties,4201,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
py,properties,4202,"{""bank_book_type"": ""InterestOnPrincipal"", ""bearing_interest"": ""NonBearingInterest"", ""financial_type"": ""ProfitAndLoss"", ""linkage_basis"": ""NonIndexedNis"", ""operation_type"": ""Financial"", ""section_in_balance_sheet"": ""CashAndDepositsWithBanks""}"
